character	token	ferquency(per million)	total coverage rate(%)
胗	108	0.05689 	99.99352 
笪	107	0.05637 	99.99352 
鲼	107	0.05637 	99.99353 
翃	107	0.05637 	99.99353 
劵	107	0.05637 	99.99354 
衖	107	0.05637 	99.99355 
沬	107	0.05637 	99.99355 
伾	107	0.05637 	99.99356 
賽	107	0.05637 	99.99356 
枵	107	0.05637 	99.99357 
紮	107	0.05637 	99.99357 
專	107	0.05637 	99.99358 
髌	106	0.05584 	99.99359 
翙	106	0.05584 	99.99359 
镙	106	0.05584 	99.99360 
甯	106	0.05584 	99.99360 
羟	106	0.05584 	99.99361 
鲭	106	0.05584 	99.99361 
腧	106	0.05584 	99.99362 
龆	106	0.05584 	99.99362 
沩	106	0.05584 	99.99363 
绁	106	0.05584 	99.99364 
崾	106	0.05584 	99.99364 
蛏	105	0.05531 	99.99365 
紡	105	0.05531 	99.99365 
邏	105	0.05531 	99.99366 
悫	105	0.05531 	99.99366 
溻	105	0.05531 	99.99367 
湧	105	0.05531 	99.99367 
罾	105	0.05531 	99.99368 
晢	105	0.05531 	99.99369 
舳	105	0.05531 	99.99369 
忉	104	0.05479 	99.99370 
岡	104	0.05479 	99.99370 
紘	104	0.05479 	99.99371 
勁	104	0.05479 	99.99371 
稜	104	0.05479 	99.99372 
樑	104	0.05479 	99.99372 
笭	104	0.05479 	99.99373 
蜱	104	0.05479 	99.99373 
氆	104	0.05479 	99.99374 
氵	104	0.05479 	99.99375 
餵	104	0.05479 	99.99375 
曉	104	0.05479 	99.99376 
遙	104	0.05479 	99.99376 
優	104	0.05479 	99.99377 
莊	104	0.05479 	99.99377 
锸	103	0.05426 	99.99378 
竐	103	0.05426 	99.99378 
钒	103	0.05426 	99.99379 
褔	103	0.05426 	99.99379 
蹟	103	0.05426 	99.99380 
蛱	103	0.05426 	99.99381 
敫	103	0.05426 	99.99381 
孒	103	0.05426 	99.99382 
爝	103	0.05426 	99.99382 
猸	103	0.05426 	99.99383 
鬆	103	0.05426 	99.99383 
爺	103	0.05426 	99.99384 
舯	103	0.05426 	99.99384 
笾	102	0.05373 	99.99385 
廢	102	0.05373 	99.99385 
罟	102	0.05373 	99.99386 
邽	102	0.05373 	99.99387 
铫	102	0.05373 	99.99387 
巖	102	0.05373 	99.99388 
踬	102	0.05373 	99.99388 
箅	101	0.05320 	99.99389 
岀	101	0.05320 	99.99389 
鬥	101	0.05320 	99.99390 
绋	101	0.05320 	99.99390 
埝	101	0.05320 	99.99391 
芘	101	0.05320 	99.99391 
濉	101	0.05320 	99.99392 
貼	101	0.05320 	99.99392 
籼	101	0.05320 	99.99393 
絜	101	0.05320 	99.99393 
楦	101	0.05320 	99.99394 
曛	101	0.05320 	99.99394 
锳	101	0.05320 	99.99395 
聱	100	0.05268 	99.99396 
鹁	100	0.05268 	99.99396 
舡	100	0.05268 	99.99397 
際	100	0.05268 	99.99397 
檞	100	0.05268 	99.99398 
顆	100	0.05268 	99.99398 
硭	100	0.05268 	99.99399 
茆	100	0.05268 	99.99399 
鬧	100	0.05268 	99.99400 
谂	100	0.05268 	99.99400 
炱	100	0.05268 	99.99401 
钍	100	0.05268 	99.99401 
俠	100	0.05268 	99.99402 
厭	100	0.05268 	99.99402 
沄	100	0.05268 	99.99403 
馇	99	0.05215 	99.99403 
唪	99	0.05215 	99.99404 
烆	99	0.05215 	99.99404 
轟	99	0.05215 	99.99405 
纩	99	0.05215 	99.99406 
栝	99	0.05215 	99.99406 
蘭	99	0.05215 	99.99407 
鎌	99	0.05215 	99.99407 
褰	99	0.05215 	99.99408 
搶	99	0.05215 	99.99408 
霧	99	0.05215 	99.99409 
饩	99	0.05215 	99.99409 
楊	99	0.05215 	99.99410 
矅	99	0.05215 	99.99410 
駐	99	0.05215 	99.99411 
趑	99	0.05215 	99.99411 
菹	99	0.05215 	99.99412 
鳊	98	0.05162 	99.99412 
鲳	98	0.05162 	99.99413 
詭	98	0.05162 	99.99413 
滾	98	0.05162 	99.99414 
掎	98	0.05162 	99.99414 
屦	98	0.05162 	99.99415 
莨	98	0.05162 	99.99415 
撲	98	0.05162 	99.99416 
軟	98	0.05162 	99.99416 
昰	98	0.05162 	99.99417 
謂	98	0.05162 	99.99417 
緒	98	0.05162 	99.99418 
円	98	0.05162 	99.99419 
玙	98	0.05162 	99.99419 
棻	97	0.05110 	99.99420 
膚	97	0.05110 	99.99420 
莩	97	0.05110 	99.99421 
規	97	0.05110 	99.99421 
丨	97	0.05110 	99.99422 
喚	97	0.05110 	99.99422 
尨	97	0.05110 	99.99423 
埤	97	0.05110 	99.99423 
濕	97	0.05110 	99.99424 
羨	97	0.05110 	99.99424 
揺	97	0.05110 	99.99425 
螽	97	0.05110 	99.99425 
昪	96	0.05057 	99.99426 
偑	96	0.05057 	99.99426 
齁	96	0.05057 	99.99427 
钅	96	0.05057 	99.99427 
醅	96	0.05057 	99.99428 
潽	96	0.05057 	99.99428 
畑	96	0.05057 	99.99429 
靦	96	0.05057 	99.99429 
蜩	96	0.05057 	99.99430 
瘗	96	0.05057 	99.99430 
莸	96	0.05057 	99.99431 
癍	95	0.05004 	99.99431 
埭	95	0.05004 	99.99432 
導	95	0.05004 	99.99432 
啶	95	0.05004 	99.99433 
鞲	95	0.05004 	99.99433 
梿	95	0.05004 	99.99434 
傉	95	0.05004 	99.99434 
憑	95	0.05004 	99.99435 
棄	95	0.05004 	99.99435 
枘	95	0.05004 	99.99436 
庹	95	0.05004 	99.99436 
郄	95	0.05004 	99.99437 
郤	95	0.05004 	99.99437 
硎	95	0.05004 	99.99438 
髹	95	0.05004 	99.99438 
鈺	95	0.05004 	99.99439 
廌	95	0.05004 	99.99439 
淨	94	0.04952 	99.99440 
袓	94	0.04952 	99.99440 
蓮	94	0.04952 	99.99441 
熳	94	0.04952 	99.99441 
毪	94	0.04952 	99.99442 
寧	94	0.04952 	99.99442 
庀	94	0.04952 	99.99443 
燄	94	0.04952 	99.99443 
暲	94	0.04952 	99.99444 
冑	94	0.04952 	99.99444 
淿	93	0.04899 	99.99445 
氘	93	0.04899 	99.99445 
赙	93	0.04899 	99.99446 
洎	93	0.04899 	99.99446 
湓	93	0.04899 	99.99447 
悽	93	0.04899 	99.99447 
顒	93	0.04899 	99.99448 
卣	93	0.04899 	99.99448 
載	93	0.04899 	99.99449 
茈	92	0.04846 	99.99449 
浍	92	0.04846 	99.99450 
栳	92	0.04846 	99.99450 
煉	92	0.04846 	99.99451 
辌	92	0.04846 	99.99451 
忞	92	0.04846 	99.99451 
糵	92	0.04846 	99.99452 
牽	92	0.04846 	99.99452 
紝	92	0.04846 	99.99453 
歎	92	0.04846 	99.99453 
襲	92	0.04846 	99.99454 
鮨	92	0.04846 	99.99454 
絺	91	0.04794 	99.99455 
豐	91	0.04794 	99.99455 
笱	91	0.04794 	99.99456 
旡	91	0.04794 	99.99456 
骒	91	0.04794 	99.99457 
阌	91	0.04794 	99.99457 
姁	91	0.04794 	99.99458 
顔	91	0.04794 	99.99458 
擇	91	0.04794 	99.99459 
搌	91	0.04794 	99.99459 
摽	90	0.04741 	99.99460 
纏	90	0.04741 	99.99460 
埵	90	0.04741 	99.99461 
跽	90	0.04741 	99.99461 
籐	90	0.04741 	99.99462 
廳	90	0.04741 	99.99462 
猶	90	0.04741 	99.99463 
災	90	0.04741 	99.99463 
揸	90	0.04741 	99.99463 
織	90	0.04741 	99.99464 
犇	89	0.04688 	99.99464 
撐	89	0.04688 	99.99465 
婦	89	0.04688 	99.99465 
劼	89	0.04688 	99.99466 
堺	89	0.04688 	99.99466 
菉	89	0.04688 	99.99467 
渫	89	0.04688 	99.99467 
弇	89	0.04688 	99.99468 
證	89	0.04688 	99.99468 
墜	89	0.04688 	99.99469 
僰	88	0.04636 	99.99469 
檒	88	0.04636 	99.99470 
槅	88	0.04636 	99.99470 
蘫	88	0.04636 	99.99470 
鬍	88	0.04636 	99.99471 
佉	88	0.04636 	99.99471 
婼	88	0.04636 	99.99472 
邾	88	0.04636 	99.99472 
膽	87	0.04583 	99.99473 
擐	87	0.04583 	99.99473 
噍	87	0.04583 	99.99474 
庫	87	0.04583 	99.99474 
氇	87	0.04583 	99.99475 
慮	87	0.04583 	99.99475 
汧	87	0.04583 	99.99476 
蹻	87	0.04583 	99.99476 
紗	87	0.04583 	99.99476 
縮	87	0.04583 	99.99477 
觋	87	0.04583 	99.99477 
堙	87	0.04583 	99.99478 
撙	87	0.04583 	99.99478 
測	86	0.04530 	99.99479 
緋	86	0.04530 	99.99479 
複	86	0.04530 	99.99480 
挢	86	0.04530 	99.99480 
寬	86	0.04530 	99.99481 
鴷	86	0.04530 	99.99481 
謎	86	0.04530 	99.99481 
颥	86	0.04530 	99.99482 
赸	86	0.04530 	99.99482 
鲦	86	0.04530 	99.99483 
燚	86	0.04530 	99.99483 
蘡	86	0.04530 	99.99484 
喲	86	0.04530 	99.99484 
蜎	86	0.04530 	99.99485 
悰	85	0.04478 	99.99485 
刂	85	0.04478 	99.99486 
沲	85	0.04478 	99.99486 
疳	85	0.04478 	99.99486 
凅	85	0.04478 	99.99487 
桄	85	0.04478 	99.99487 
揑	85	0.04478 	99.99488 
喬	85	0.04478 	99.99488 
紋	85	0.04478 	99.99489 
誤	85	0.04478 	99.99489 
烝	85	0.04478 	99.99490 
佇	85	0.04478 	99.99490 
瑊	84	0.04425 	99.99490 
劇	84	0.04425 	99.99491 
嚭	84	0.04425 	99.99491 
碕	84	0.04425 	99.99492 
繞	84	0.04425 	99.99492 
譔	84	0.04425 	99.99493 
踣	83	0.04372 	99.99493 
髊	83	0.04372 	99.99494 
窭	83	0.04372 	99.99494 
凱	83	0.04372 	99.99494 
瀰	83	0.04372 	99.99495 
慓	83	0.04372 	99.99495 
鞒	83	0.04372 	99.99496 
灑	83	0.04372 	99.99496 
兟	83	0.04372 	99.99497 
慝	83	0.04372 	99.99497 
烔	83	0.04372 	99.99497 
燰	83	0.04372 	99.99498 
襞	82	0.04320 	99.99498 
薑	82	0.04320 	99.99499 
紟	82	0.04320 	99.99499 
臁	82	0.04320 	99.99500 
矧	82	0.04320 	99.99500 
韋	82	0.04320 	99.99501 
獯	82	0.04320 	99.99501 
瀹	82	0.04320 	99.99501 
執	82	0.04320 	99.99502 
蒇	81	0.04267 	99.99502 
榱	81	0.04267 	99.99503 
扽	81	0.04267 	99.99503 
偳	81	0.04267 	99.99504 
艴	81	0.04267 	99.99504 
穀	81	0.04267 	99.99504 
僅	81	0.04267 	99.99505 
刭	81	0.04267 	99.99505 
紤	81	0.04267 	99.99506 
唛	81	0.04267 	99.99506 
眛	81	0.04267 	99.99506 
拏	81	0.04267 	99.99507 
苤	81	0.04267 	99.99507 
钋	81	0.04267 	99.99508 
嗪	81	0.04267 	99.99508 
觍	81	0.04267 	99.99509 
臥	81	0.04267 	99.99509 
蛘	81	0.04267 	99.99509 
遺	81	0.04267 	99.99510 
黪	80	0.04214 	99.99510 
遞	80	0.04214 	99.99511 
岎	80	0.04214 	99.99511 
暠	80	0.04214 	99.99512 
攉	80	0.04214 	99.99512 
雞	80	0.04214 	99.99512 
钕	80	0.04214 	99.99513 
毹	80	0.04214 	99.99513 
損	80	0.04214 	99.99514 
廆	80	0.04214 	99.99514 
揾	80	0.04214 	99.99515 
勗	80	0.04214 	99.99515 
氩	80	0.04214 	99.99515 
玗	80	0.04214 	99.99516 
澐	80	0.04214 	99.99516 
紥	80	0.04214 	99.99517 
闆	79	0.04162 	99.99517 
紣	79	0.04162 	99.99517 
垡	79	0.04162 	99.99518 
慣	79	0.04162 	99.99518 
璝	79	0.04162 	99.99519 
缂	79	0.04162 	99.99519 
綨	79	0.04162 	99.99520 
玘	79	0.04162 	99.99520 
骀	79	0.04162 	99.99520 
昖	79	0.04162 	99.99521 
窅	79	0.04162 	99.99521 
菑	79	0.04162 	99.99522 
詧	78	0.04109 	99.99522 
锇	78	0.04109 	99.99522 
鳇	78	0.04109 	99.99523 
坰	78	0.04109 	99.99523 
怾	78	0.04109 	99.99524 
乇	78	0.04109 	99.99524 
霨	78	0.04109 	99.99525 
肟	78	0.04109 	99.99525 
瑎	78	0.04109 	99.99525 
飖	78	0.04109 	99.99526 
嫄	78	0.04109 	99.99526 
禎	78	0.04109 	99.99527 
鬷	78	0.04109 	99.99527 
財	77	0.04056 	99.99527 
韂	77	0.04056 	99.99528 
雋	77	0.04056 	99.99528 
錄	77	0.04056 	99.99529 
鷺	77	0.04056 	99.99529 
瘰	77	0.04056 	99.99529 
哌	77	0.04056 	99.99530 
蜣	77	0.04056 	99.99530 
囂	77	0.04056 	99.99531 
仡	77	0.04056 	99.99531 
籀	77	0.04056 	99.99531 
嘗	76	0.04004 	99.99532 
蕩	76	0.04004 	99.99532 
讀	76	0.04004 	99.99533 
噁	76	0.04004 	99.99533 
髠	76	0.04004 	99.99533 
鐮	76	0.04004 	99.99534 
榮	76	0.04004 	99.99534 
辻	76	0.04004 	99.99535 
痩	76	0.04004 	99.99535 
薤	76	0.04004 	99.99535 
傭	76	0.04004 	99.99536 
憂	76	0.04004 	99.99536 
慾	76	0.04004 	99.99537 
牂	76	0.04004 	99.99537 
砟	76	0.04004 	99.99537 
瓿	75	0.03951 	99.99538 
寀	75	0.03951 	99.99538 
墮	75	0.03951 	99.99539 
搿	75	0.03951 	99.99539 
僬	75	0.03951 	99.99539 
捲	75	0.03951 	99.99540 
瞞	75	0.03951 	99.99540 
蠛	75	0.03951 	99.99541 
孫	75	0.03951 	99.99541 
誷	75	0.03951 	99.99541 
鄉	75	0.03951 	99.99542 
曐	75	0.03951 	99.99542 
詠	75	0.03951 	99.99543 
嵛	75	0.03951 	99.99543 
惣	75	0.03951 	99.99543 
紦	74	0.03898 	99.99544 
忭	74	0.03898 	99.99544 
瘛	74	0.03898 	99.99545 
垌	74	0.03898 	99.99545 
槔	74	0.03898 	99.99545 
愰	74	0.03898 	99.99546 
礦	74	0.03898 	99.99546 
壸	74	0.03898 	99.99546 
崙	74	0.03898 	99.99547 
蛲	74	0.03898 	99.99547 
鋪	74	0.03898 	99.99548 
锓	74	0.03898 	99.99548 
滠	74	0.03898 	99.99548 
倓	74	0.03898 	99.99549 
煺	74	0.03898 	99.99549 
峣	74	0.03898 	99.99550 
劓	74	0.03898 	99.99550 
頵	74	0.03898 	99.99550 
暫	74	0.03898 	99.99551 
唄	73	0.03846 	99.99551 
凈	73	0.03846 	99.99552 
咵	73	0.03846 	99.99552 
鏐	73	0.03846 	99.99552 
獴	73	0.03846 	99.99553 
嘧	73	0.03846 	99.99553 
龐	73	0.03846 	99.99553 
蟛	73	0.03846 	99.99554 
陴	73	0.03846 	99.99554 
俜	73	0.03846 	99.99555 
袪	73	0.03846 	99.99555 
洤	73	0.03846 	99.99555 
騰	73	0.03846 	99.99556 
辋	73	0.03846 	99.99556 
鬚	73	0.03846 	99.99557 
龠	73	0.03846 	99.99557 
腠	72	0.03793 	99.99557 
轹	72	0.03793 	99.99558 
稆	72	0.03793 	99.99558 
蝥	72	0.03793 	99.99558 
蓂	72	0.03793 	99.99559 
堋	72	0.03793 	99.99559 
擾	72	0.03793 	99.99560 
汍	72	0.03793 	99.99560 
猇	72	0.03793 	99.99560 
儀	72	0.03793 	99.99561 
詟	72	0.03793 	99.99561 
鞴	71	0.03740 	99.99561 
筆	71	0.03740 	99.99562 
詞	71	0.03740 	99.99562 
氾	71	0.03740 	99.99563 
咈	71	0.03740 	99.99563 
齕	71	0.03740 	99.99563 
黉	71	0.03740 	99.99564 
襕	71	0.03740 	99.99564 
柃	71	0.03740 	99.99564 
镘	71	0.03740 	99.99565 
浽	71	0.03740 	99.99565 
蝟	71	0.03740 	99.99566 
兇	71	0.03740 	99.99566 
燿	71	0.03740 	99.99566 
殪	71	0.03740 	99.99567 
蒡	70	0.03687 	99.99567 
捯	70	0.03687 	99.99567 
旛	70	0.03687 	99.99568 
巿	70	0.03687 	99.99568 
胍	70	0.03687 	99.99569 
骱	70	0.03687 	99.99569 
杩	70	0.03687 	99.99569 
恧	70	0.03687 	99.99570 
跫	70	0.03687 	99.99570 
篍	70	0.03687 	99.99570 
唼	70	0.03687 	99.99571 
酾	70	0.03687 	99.99571 
騦	70	0.03687 	99.99572 
穩	70	0.03687 	99.99572 
垚	70	0.03687 	99.99572 
罃	70	0.03687 	99.99573 
餘	70	0.03687 	99.99573 
贠	70	0.03687 	99.99573 
躍	70	0.03687 	99.99574 
掙	70	0.03687 	99.99574 
職	70	0.03687 	99.99574 
娡	70	0.03687 	99.99575 
輩	69	0.03635 	99.99575 
遲	69	0.03635 	99.99576 
檔	69	0.03635 	99.99576 
硐	69	0.03635 	99.99576 
胲	69	0.03635 	99.99577 
烀	69	0.03635 	99.99577 
鄠	69	0.03635 	99.99577 
碼	69	0.03635 	99.99578 
跘	69	0.03635 	99.99578 
噴	69	0.03635 	99.99578 
凵	69	0.03635 	99.99579 
鰸	69	0.03635 	99.99579 
氍	69	0.03635 	99.99580 
滲	69	0.03635 	99.99580 
輸	69	0.03635 	99.99580 
瓖	69	0.03635 	99.99581 
忮	69	0.03635 	99.99581 
壯	69	0.03635 	99.99581 
苾	68	0.03582 	99.99582 
攧	68	0.03582 	99.99582 
芤	68	0.03582 	99.99582 
岺	68	0.03582 	99.99583 
罞	68	0.03582 	99.99583 
伱	68	0.03582 	99.99584 
瘮	68	0.03582 	99.99584 
灣	68	0.03582 	99.99584 
痖	68	0.03582 	99.99585 
嘢	68	0.03582 	99.99585 
踰	68	0.03582 	99.99585 
箢	68	0.03582 	99.99586 
哳	68	0.03582 	99.99586 
鲡	67	0.03529 	99.99586 
枬	67	0.03529 	99.99587 
檎	67	0.03529 	99.99587 
紹	67	0.03529 	99.99587 
橦	67	0.03529 	99.99588 
嘯	67	0.03529 	99.99588 
諲	67	0.03529 	99.99588 
饔	67	0.03529 	99.99589 
枊	66	0.03477 	99.99589 
戽	66	0.03477 	99.99590 
狤	66	0.03477 	99.99590 
峧	66	0.03477 	99.99590 
囧	66	0.03477 	99.99591 
蚑	66	0.03477 	99.99591 
齊	66	0.03477 	99.99591 
蠍	66	0.03477 	99.99592 
砑	66	0.03477 	99.99592 
嚥	66	0.03477 	99.99592 
顗	66	0.03477 	99.99593 
營	66	0.03477 	99.99593 
纻	66	0.03477 	99.99593 
甏	65	0.03424 	99.99594 
廁	65	0.03424 	99.99594 
漎	65	0.03424 	99.99594 
盜	65	0.03424 	99.99595 
氡	65	0.03424 	99.99595 
钬	65	0.03424 	99.99595 
唻	65	0.03424 	99.99596 
墚	65	0.03424 	99.99596 
鳴	65	0.03424 	99.99596 
寢	65	0.03424 	99.99597 
苘	65	0.03424 	99.99597 
饣	65	0.03424 	99.99597 
瑱	65	0.03424 	99.99598 
穸	65	0.03424 	99.99598 
翛	65	0.03424 	99.99599 
洨	65	0.03424 	99.99599 
晹	65	0.03424 	99.99599 
針	65	0.03424 	99.99600 
丒	64	0.03371 	99.99600 
尷	64	0.03371 	99.99600 
觏	64	0.03371 	99.99601 
骺	64	0.03371 	99.99601 
媩	64	0.03371 	99.99601 
嚄	64	0.03371 	99.99602 
枧	64	0.03371 	99.99602 
俫	64	0.03371 	99.99602 
瑯	64	0.03371 	99.99603 
髎	64	0.03371 	99.99603 
凜	64	0.03371 	99.99603 
鹨	64	0.03371 	99.99604 
毎	64	0.03371 	99.99604 
麵	64	0.03371 	99.99604 
瘼	64	0.03371 	99.99605 
桤	64	0.03371 	99.99605 
軀	64	0.03371 	99.99605 
毵	64	0.03371 	99.99606 
獸	64	0.03371 	99.99606 
谞	64	0.03371 	99.99606 
糈	64	0.03371 	99.99607 
镟	64	0.03371 	99.99607 
頉	64	0.03371 	99.99607 
諸	64	0.03371 	99.99608 
酲	63	0.03319 	99.99608 
楱	63	0.03319 	99.99608 
帯	63	0.03319 	99.99609 
峎	63	0.03319 	99.99609 
岣	63	0.03319 	99.99609 
嶲	63	0.03319 	99.99610 
喨	63	0.03319 	99.99610 
苶	63	0.03319 	99.99610 
肷	63	0.03319 	99.99611 
傾	63	0.03319 	99.99611 
睱	63	0.03319 	99.99611 
铦	63	0.03319 	99.99612 
曌	63	0.03319 	99.99612 
憤	62	0.03266 	99.99612 
柺	62	0.03266 	99.99613 
扞	62	0.03266 	99.99613 
積	62	0.03266 	99.99613 
麿	62	0.03266 	99.99614 
挻	62	0.03266 	99.99614 
蕬	62	0.03266 	99.99614 
辒	62	0.03266 	99.99615 
懲	61	0.03213 	99.99615 
餓	61	0.03213 	99.99615 
铒	61	0.03213 	99.99616 
戶	61	0.03213 	99.99616 
鲣	61	0.03213 	99.99616 
鑑	61	0.03213 	99.99616 
蛑	61	0.03213 	99.99617 
笢	61	0.03213 	99.99617 
農	61	0.03213 	99.99617 
啟	61	0.03213 	99.99618 
葇	61	0.03213 	99.99618 
裼	61	0.03213 	99.99618 
塼	61	0.03213 	99.99619 
熺	61	0.03213 	99.99619 
黡	61	0.03213 	99.99619 
煐	61	0.03213 	99.99620 
湲	61	0.03213 	99.99620 
帳	61	0.03213 	99.99620 
酎	61	0.03213 	99.99621 
毳	60	0.03161 	99.99621 
坫	60	0.03161 	99.99621 
額	60	0.03161 	99.99622 
酐	60	0.03161 	99.99622 
鈴	60	0.03161 	99.99622 
痲	60	0.03161 	99.99623 
潵	60	0.03161 	99.99623 
埜	60	0.03161 	99.99623 
匚	59	0.03108 	99.99623 
蕡	59	0.03108 	99.99624 
夬	59	0.03108 	99.99624 
铪	59	0.03108 	99.99624 
滉	59	0.03108 	99.99625 
獎	59	0.03108 	99.99625 
贶	59	0.03108 	99.99625 
靣	59	0.03108 	99.99626 
紕	59	0.03108 	99.99626 
伹	59	0.03108 	99.99626 
胂	59	0.03108 	99.99627 
钘	59	0.03108 	99.99627 
閻	59	0.03108 	99.99627 
贏	59	0.03108 	99.99628 
躜	59	0.03108 	99.99628 
摛	58	0.03055 	99.99628 
鎚	58	0.03055 	99.99628 
袝	58	0.03055 	99.99629 
構	58	0.03055 	99.99629 
嵴	58	0.03055 	99.99629 
趼	58	0.03055 	99.99630 
锊	58	0.03055 	99.99630 
泺	58	0.03055 	99.99630 
悶	58	0.03055 	99.99631 
勔	58	0.03055 	99.99631 
諾	58	0.03055 	99.99631 
擗	58	0.03055 	99.99632 
玱	58	0.03055 	99.99632 
犭	58	0.03055 	99.99632 
渖	58	0.03055 	99.99632 
肅	58	0.03055 	99.99633 
舺	58	0.03055 	99.99633 
烋	58	0.03055 	99.99633 
訚	58	0.03055 	99.99634 
妘	58	0.03055 	99.99634 
舴	58	0.03055 	99.99634 
孖	58	0.03055 	99.99635 
繃	57	0.03003 	99.99635 
疬	57	0.03003 	99.99635 
肭	57	0.03003 	99.99635 
簽	57	0.03003 	99.99636 
橋	57	0.03003 	99.99636 
掃	57	0.03003 	99.99636 
螣	57	0.03003 	99.99637 
涠	57	0.03003 	99.99637 
鹇	57	0.03003 	99.99637 
獻	57	0.03003 	99.99638 
慉	57	0.03003 	99.99638 
璿	57	0.03003 	99.99638 
碹	57	0.03003 	99.99638 
晊	57	0.03003 	99.99639 
粢	57	0.03003 	99.99639 
眵	56	0.02950 	99.99639 
咁	56	0.02950 	99.99640 
蟪	56	0.02950 	99.99640 
劂	56	0.02950 	99.99640 
嘅	56	0.02950 	99.99641 
苈	56	0.02950 	99.99641 
脈	56	0.02950 	99.99641 
翹	56	0.02950 	99.99641 
銳	56	0.02950 	99.99642 
锼	56	0.02950 	99.99642 
躧	56	0.02950 	99.99642 
篂	56	0.02950 	99.99643 
珧	56	0.02950 	99.99643 
靿	56	0.02950 	99.99643 
吲	56	0.02950 	99.99644 
撥	55	0.02897 	99.99644 
脞	55	0.02897 	99.99644 
嶝	55	0.02897 	99.99644 
锾	55	0.02897 	99.99645 
籃	55	0.02897 	99.99645 
饹	55	0.02897 	99.99645 
簾	55	0.02897 	99.99646 
钌	55	0.02897 	99.99646 
緜	55	0.02897 	99.99646 
坭	55	0.02897 	99.99646 
嬸	55	0.02897 	99.99647 
骕	55	0.02897 	99.99647 
項	55	0.02897 	99.99647 
縡	55	0.02897 	99.99648 
斬	55	0.02897 	99.99648 
賺	55	0.02897 	99.99648 
編	54	0.02845 	99.99648 
镈	54	0.02845 	99.99649 
碲	54	0.02845 	99.99649 
瓞	54	0.02845 	99.99649 
賭	54	0.02845 	99.99650 
鄜	54	0.02845 	99.99650 
茳	54	0.02845 	99.99650 
儘	54	0.02845 	99.99650 
諒	54	0.02845 	99.99651 
躐	54	0.02845 	99.99651 
嵝	54	0.02845 	99.99651 
陧	54	0.02845 	99.99652 
厍	54	0.02845 	99.99652 
鹴	54	0.02845 	99.99652 
鎖	54	0.02845 	99.99652 
畤	54	0.02845 	99.99653 
鄹	54	0.02845 	99.99653 
砹	53	0.02792 	99.99653 
綁	53	0.02792 	99.99654 
跐	53	0.02792 	99.99654 
砘	53	0.02792 	99.99654 
燉	53	0.02792 	99.99654 
鸸	53	0.02792 	99.99655 
館	53	0.02792 	99.99655 
輝	53	0.02792 	99.99655 
熲	53	0.02792 	99.99655 
牻	53	0.02792 	99.99656 
踡	53	0.02792 	99.99656 
甦	53	0.02792 	99.99656 
螗	53	0.02792 	99.99657 
铽	53	0.02792 	99.99657 
訓	53	0.02792 	99.99657 
製	53	0.02792 	99.99657 
縱	53	0.02792 	99.99658 
阼	53	0.02792 	99.99658 
埯	52	0.02739 	99.99658 
沷	52	0.02739 	99.99659 
姤	52	0.02739 	99.99659 
貨	52	0.02739 	99.99659 
廑	52	0.02739 	99.99659 
碦	52	0.02739 	99.99660 
嫏	52	0.02739 	99.99660 
歛	52	0.02739 	99.99660 
堳	52	0.02739 	99.99660 
迺	52	0.02739 	99.99661 
捨	52	0.02739 	99.99661 
摅	52	0.02739 	99.99661 
潄	52	0.02739 	99.99662 
塽	52	0.02739 	99.99662 
芴	52	0.02739 	99.99662 
飲	52	0.02739 	99.99662 
澤	52	0.02739 	99.99663 
盩	52	0.02739 	99.99663 
丶	52	0.02739 	99.99663 
茲	52	0.02739 	99.99663 
襬	51	0.02687 	99.99664 
苄	51	0.02687 	99.99664 
叢	51	0.02687 	99.99664 
憞	51	0.02687 	99.99665 
扢	51	0.02687 	99.99665 
琯	51	0.02687 	99.99665 
賤	51	0.02687 	99.99665 
嬌	51	0.02687 	99.99666 
舊	51	0.02687 	99.99666 
醵	51	0.02687 	99.99666 
掯	51	0.02687 	99.99666 
燘	51	0.02687 	99.99667 
硇	51	0.02687 	99.99667 
惱	51	0.02687 	99.99667 
鬿	51	0.02687 	99.99668 
誦	51	0.02687 	99.99668 
鞗	51	0.02687 	99.99668 
酴	51	0.02687 	99.99668 
堍	51	0.02687 	99.99669 
彎	51	0.02687 	99.99669 
舾	51	0.02687 	99.99669 
舄	51	0.02687 	99.99669 
暈	51	0.02687 	99.99670 
姪	51	0.02687 	99.99670 
崒	51	0.02687 	99.99670 
艚	50	0.02634 	99.99670 
榖	50	0.02634 	99.99671 
腘	50	0.02634 	99.99671 
晧	50	0.02634 	99.99671 
缋	50	0.02634 	99.99672 
夼	50	0.02634 	99.99672 
虧	50	0.02634 	99.99672 
懶	50	0.02634 	99.99672 
爐	50	0.02634 	99.99673 
駛	50	0.02634 	99.99673 
湯	50	0.02634 	99.99673 
鼗	50	0.02634 	99.99673 
筅	50	0.02634 	99.99674 
兗	50	0.02634 	99.99674 
浥	50	0.02634 	99.99674 
奓	50	0.02634 	99.99674 
紖	50	0.02634 	99.99675 
皺	50	0.02634 	99.99675 
筯	50	0.02634 	99.99675 
剉	49	0.02581 	99.99675 
胨	49	0.02581 	99.99676 
砜	49	0.02581 	99.99676 
饸	49	0.02581 	99.99676 
擠	49	0.02581 	99.99676 
鲚	49	0.02581 	99.99677 
鍵	49	0.02581 	99.99677 
矻	49	0.02581 	99.99677 
